Peak Method: Gauss
File Time(Hrs) PeakHeight_E1_30Hz PeakLocation_E1_30Hz PeakHeight_E1_100Hz PeakLocation_E1_100Hz Norm_E1_30Hz Norm_E1_100Hz NormalizedRatio_E1 KDM_E1
1 0.0 0.22764081722120458 -0.3056477795943568 0.36320510101734743 -0.3055799222075065 1.0 1.0 1.0 1.0
2 0.0 0.22560257933343142 -0.30553635879510155 0.36399718404996856 -0.30494301780654914 0.9910462547417735 1.0021808147253508 1.0112351567147373 1.011172394910886
3 0.0 0.2241258429529546 -0.30527917306672603 0.35525072449296524 -0.30569161575271253 0.9845591212017378 0.9780994911632525 0.9934390633336464 0.9934174695509561
4 0.001 0.22155424464767484 -0.3052843890436287 0.3545030546734426 -0.30533416615403697 0.973262384805027 0.9760409577962145 1.0028549063793768 1.0028508369430893
5 0.001 0.2212672880065792 -0.30509864821448585 0.3538603734031953 -0.30512525719686456 0.9720018171941807 0.9742714857583847 1.0023350455977087 1.002332322557948
6 0.001 0.21920628871410347 -0.30504861949795853 0.35145818082182445 -0.30510131891390846 0.9629480836957941 0.9676576122895314 1.0048907398783766 1.0048788093845684
7 0.001 0.2186678601768148 -0.30493262024989065 0.34992266081018825 -0.30480580955360803 0.9605828288884127 0.963429918330016 1.0029639187334818 1.002959532826089
8 0.001 0.21671133706487386 -0.30481120377579657 0.3465164158771903 -0.3047281908755539 0.9519880472678577 0.9540516223659533 1.0021676481170305 1.0021653013113752
9 0.001 0.21432739845890558 -0.3047062956789342 0.3439257355254693 -0.30454694709677527 0.9415156784059425 0.9469187920602543 1.0057387399681539 1.0057223205134334
10 0.0 0.21302498575823575 -0.3046134783097145 0.3419998753256025 -0.30466452922619747 0.93579432879664 0.9416163880068079 1.0062215158085588 1.0062022221968359
11 0.0 0.21197424873258436 -0.3046234941781355 0.33768403565172606 -0.3047956701608288 0.9311785615608795 0.9297337364091633 0.9984483908765099 0.9984471861964777
12 0.0 0.21135840804060246 -0.304615462241636 0.33623140052849315 -0.30434864602652306 0.9284732440369863 0.9257342465364605 0.997049998459173 0.997045640777043
13 0.0 0.20989517812678735 -0.30439999481219454 0.3370196338091193 -0.3042753465660832 0.9220454428558243 0.9279044618732448 1.0063543712111125 1.0063342461354687
14 0.0 0.20871240274304548 -0.30442540966214243 0.33228890143453205 -0.30425821277279785 0.9168496462575696 0.9148795006011252 0.9978511791279124 0.9978488679291662
15 0.0 0.2069808203012504 -0.30440094879402557 0.3340687386067013 -0.3042745592278408 0.9092430032006154 0.9197798645199795 1.011588608636276 1.0115218475452914
16 0.0 0.20619375819966237 -0.30432824855973917 0.3312949480891933 -0.30439138518214803 0.9057855296631556 0.9121428833494548 1.007018608134161 1.0069940638374908
17 0.0 0.2054183130927098 -0.30443964734190854 0.3303223360166756 -0.3045163700209826 0.9023790882506779 0.9094650242836174 1.0078525047014066 1.0078217943629026
18 0.0 0.2037127433585246 -0.30450930102176726 0.3282271310649275 -0.3045474956757906 0.8948867160346361 0.9036963692017385 1.0098444339481751 1.0097962148531432
19 0.0 0.20313739167811307 -0.30451090346058984 0.3275151714805793 -0.30444338282741595 0.892359262094544 0.9017361555859219 1.0105079802381034 1.0104530599643369
20 0.0 0.20155009511051497 -0.3045805119065537 0.32512093340996145 -0.30462576615109016 0.8853864503335684 0.8951441829954723 1.0110208741710782 1.0109604771513083
21 0.0 0.20113626888556035 -0.3045515191854307 0.3221732513625724 -0.30465032043707996 0.8835685591925764 0.8870284323104393 1.0039157947415247 1.0039081429986232
22 0.0 0.20037198844669657 -0.30467474815623846 0.32386652285205575 -0.3047192179920586 0.8802111628864424 0.8916904579393207 1.0130415240534267 1.0129570343160796
23 0.0 0.19937749521418274 -0.3047008177636496 0.3215316310061337 -0.30465005713675336 0.8758424681828584 0.8852618812497809 1.0107546886673187 1.0106971663206181
24 0.0 0.19825927860969794 -0.304643063188547 0.3183559426231666 -0.30486080739196825 0.8709302708970869 0.8765183686337082 1.006416240109401 1.006395721865819
25 0.0 0.1971368946070381 -0.304625301297141 0.31340772163091896 -0.3046527319114816 0.8659997667091266 0.8628946034982861 0.996414360222474 0.9964079202704929
26 0.0 0.19650949635941353 -0.3044726006840445 0.31505300824129556 -0.3045104678774528 0.8632436781689291 0.867424514024785 1.0048431699664735 1.0048314701509091
27 0.0 0.19560252308702641 -0.30448383662712425 0.3160873814281168 -0.3045724132669755 0.8592594486117764 0.8702724178232834 1.012816814792435 1.0127352024270095
28 0.0 0.19445608997307146 -0.3043909088406967 0.3098231256930859 -0.30464845238906224 0.8542232994362928 0.8530252599020852 0.998597510118258 0.9985965259391733
29 0.0 0.19341491287590415 -0.30458503937790454 0.3123142545186255 -0.30433865119472275 0.8496495278698538 0.8598839984455744 1.01204552022924 1.0119734072695012
30 0.0 0.1923990356775787 -0.3045443772074011 0.3094265576880056 -0.30468574423661265 0.8451868958571674 0.8519334029761513 1.0079822665874885 1.0079505349427753
31 0.0 0.19191313928772302 -0.30443708198480207 0.3085688598946887 -0.3044973950083621 0.8430524087481024 0.8495719334072646 1.0077332376866621 1.0077034513764114
32 0.0 0.18994590242125262 -0.304337747365755 0.3026225609031288 -0.3044526847736007 0.8344105628327506 0.8332001947535282 0.9985494334166705 0.9985483805813603
33 0.0 0.18915206578840688 -0.3043857470171924 0.30548377574125096 -0.3045407270049631 0.830923329556504 0.8410778782720356 1.0122208010707214 1.0121465805981318
34 0.0 0.18851666144727638 -0.30439746598049283 0.30442558240539247 -0.3045162349431114 0.8281320711658217 0.8381643912838451 1.0121143963231616 1.0120414588209288
35 0.0 0.1868757058701277 -0.30447426524608484 0.30438292750835355 -0.30398583299008086 0.8209235415304965 0.8380469510361188 1.0208587141668493 1.0206434166036678
36 0.0 0.1858484572175242 -0.30423237594923186 0.30305871644995525 -0.3040575777197811 0.8164109560234549 0.83440104668431 1.0220355821147729 1.0217954444616912
37 0.001 0.1863499974058453 -0.3041683279206245 0.3022023287992006 -0.3039490275244791 0.8186141645448588 0.8320431842854729 1.0164045777879747 1.016271117382575
38 0.001 0.1850380486336208 -0.3041645610314811 0.2975335636126383 -0.3040588420601806 0.8128509240669896 0.8191888351216395 1.0077971382783686 1.0077668586429547
39 0.001 0.18460580440171287 -0.3038788747524476 0.2963077203775038 -0.30405809233896436 0.8109521247339687 0.8158137634838767 1.0059949762774256 1.0059770601106395
40 0.001 0.18332857452214138 -0.30402096478630597 0.29618704631624365 -0.3038607717016201 0.8053414003693203 0.8154815157788688 1.0125910767842041 1.012512305087154
41 0.001 0.18062892345495604 -0.3040453805082249 0.2958126036639596 -0.30394601627049445 0.7934821428770138 0.814450575818953 1.0264258409973936 1.0260812317556975
42 0.001 0.18052033288704178 -0.3040550990402169 0.2925155451325323 -0.3041118136012701 0.7930051169673381 0.8053728989851416 1.0155960935852484 1.0154754155704944
43 0.001 0.17968890232416948 -0.3040150470032302 0.2948941185377563 -0.30331603282216824 0.7893527378684511 0.8119217425959873 1.0285917862126899 1.0281888021109162
44 0.001 0.17920245730244896 -0.3039570603336375 0.29096423424773304 -0.30382321858097044 0.7872158406825311 0.8011017285625511 1.017639238392333 1.0174850271115743
45 0.001 0.17883175619269395 -0.30405319381853474 0.29009983181949733 -0.30369748429802074 0.7855873932262263 0.7987217993550194 1.016719217036889 1.0165806096313736
46 0.001 0.17790135573520038 -0.30391014256279697 0.2883485753570426 -0.3037275845387546 0.7815002507319632 0.7939001257123602 1.0158667575202736 1.0157418712929136
47 0.001 0.17679681173792977 -0.3038489876814841 0.28740672247108323 -0.30369054228125897 0.7766481156414565 0.7913069548474103 1.0188744927216447 1.0186980347611407
48 0.001 0.1765890199081942 -0.3037268550120045 0.28533474513967705 -0.3039330764891412 0.7757353099668325 0.7856022515665299 1.0127194694800206 1.0126390882315124
49 0.001 0.1756721615075518 -0.30373091445444134 0.28614541315504216 -0.30356691194474983 0.7717076561750634 0.7878342356798983 1.0208972651441164 1.0206811751438796
50 0.001 0.1756336336065413 -0.30348600594732783 0.28230477882038246 -0.30353620022150934 0.7715384075250155 0.7772599504512437 1.0074157590476698 1.0073883638845076
51 0.001 0.1737484728064387 -0.3033988903563139 0.27953583305590834 -0.30377977536533446 0.7632571123552185 0.7696363081711155 1.0083578596420968 1.0083230780828931
52 0.001 0.17303924265074455 -0.30346392834980207 0.2817830992028557 -0.30339498022758965 0.7601415456288657 0.7758236280646211 1.0206304766867882 1.0204198411583059
53 0.001 0.1717540351713769 -0.3034659709665969 0.280168177496354 -0.3038137883917754 0.7544957765833312 0.7713773201741805 1.0223746031651706 1.0221270610599567
54 0.001 0.1712510259792968 -0.3033805726453777 0.2775978906010141 -0.30342959688084103 0.7522861148969066 0.7643006384642033 1.015970683665939 1.0158441626114296
55 0.001 0.17075751739129402 -0.30343659723414335 0.2780930314534837 -0.3034602406286085 0.7501181882744887 0.7656638925899926 1.020724339922038 1.0205117932343386
56 0.001 0.1696637561074561 -0.3033988740067223 0.2729386426486191 -0.3037128393557522 0.7453134204073313 0.7514724927709179 1.0082637346852288 1.0082297305304118
57 0.001 0.1692267272522366 -0.30340915060475454 0.2751857323148878 -0.30333204411890763 0.7433936027728917 0.7576593267662954 1.0191900010172161 1.019007622866148
58 0.001 0.1686423425497065 -0.30344494903542824 0.2747284913651497 -0.3028046531266478 0.7408264678027064 0.7564004211274227 1.0210224040333071 1.020803731805598
59 0.001 0.16630283356707137 -0.3032670253258588 0.27244954953549366 -0.30297748616779707 0.7305492731800841 0.7501258896759848 1.026797119940567 1.0264428241750736
60 0.001 0.165613151461486 -0.30317290851872236 0.26909164315569795 -0.3033249478663248 0.7275195787957277 0.7408806825729178 1.0183652841333932 1.0181981767896673
61 0.001 0.16557324106343896 -0.3031294260541406 0.2689592983004438 -0.303173612196663 0.7273442569947686 0.7405163020758283 1.0181097808285224 1.0179472702630554
62 0.001 0.16471191386258602 -0.30320774507837983 0.267137841367558 -0.3031043766613216 0.7235605453943311 0.735501347914161 1.0165028380773888 1.0163677806604263
63 0.001 0.16416940068162808 -0.30319087339500844 0.2667944688329035 -0.3032121136437067 0.7211773472158131 0.7345559522308603 1.0185510610763038 1.0183805715238259
64 0.001 0.16286810928635356 -0.30302478166810104 0.2640626823827793 -0.30331162937779743 0.7154609233725001 0.7270346194013589 1.0161765592651844 1.0160467685142418
65 0.001 0.16145677703746786 -0.30298107359066906 0.2644856531402412 -0.3029593068842226 0.7092611026807906 0.7281991701091467 1.0267011222760927 1.0263493437513924
66 0.001 0.16126263510067015 -0.3030830138923547 0.260737297354137 -0.3031705950027294 0.7084082594202208 0.7178789522058051 1.0133689756713669 1.01328020430722
67 0.001 0.16110375819301276 -0.3029423314508578 0.2645905801707487 -0.30251506345342505 0.7077103313878196 0.7284880620608666 1.029359089095537 1.0289343460733922
68 0.001 0.16042081720852888 -0.3029283459684882 0.26034283411348236 -0.30295921646809504 0.7047102499752659 0.7167928902547209 1.0171455435476908 1.0169998080728828
