Peak Method: Poly Fit
File Time(Hrs) PeakHeight_E1_30Hz PeakHeight_E1_100Hz Norm_E1_30Hz Norm_E1_100Hz NormalizedRatio_E1 KDM_E1
1 0.0 0.9121491066616727 1.502775126878987 1.0 1.0 1.0 1.0
2 0.0 0.8963056871070876 1.4858145883335965 0.9826306692196743 0.9887138546266634 1.0061907139656243 1.006171610627573
3 0.0 0.8901145653580897 1.4579786397880525 0.975843268230316 0.9701908247683275 0.9942076318544072 0.9941908073632167
4 0.001 0.8755007788895455 1.4614391309587518 0.9598219989424157 0.9724935586297044 1.0132019892243052 1.0131154144442227
5 0.001 0.8704310101184092 1.433203423883242 0.9542639506648805 0.9537045152322731 0.9994137518951464 0.99941358000134
6 0.001 0.8638133079675754 1.41859138180007 0.9470088844673663 0.9439811429047587 0.9968028372148688 0.9967977181066203
7 0.001 0.8577601678553037 1.405568072848837 0.9403727544004026 0.9353149700900141 0.9946215112180559 0.9946070081449591
8 0.001 0.8541699587894982 1.3869757571592345 0.9364367651640099 0.9229429821877285 0.9855902891916914 0.9854857158732635
9 0.001 0.8485149505431764 1.3860511760722147 0.9302371118342837 0.922327733059311 0.9914974594387268 0.9914611585156935
10 0.0 0.8458611049718456 1.3959502324141795 0.92732766912152 0.9289149171062838 1.001711636606581 1.001710173009218
11 0.0 0.8440508436360687 1.3938127002911642 0.9253430579186409 0.9274925272325211 1.0023228891117582 1.0023201943346796
12 0.0 0.8356683185629663 1.3632757423474686 0.9161531951956687 0.9071721496873352 0.9901970046544285 0.9901487186216787
13 0.0 0.830176883682725 1.358453913780977 0.9101328693080086 0.9039635335209859 0.9932214998545066 0.9931984476928547
14 0.0 0.8367808036127826 1.3718317573875538 0.9173728258916718 0.9128656263007355 0.9950868398717224 0.9950747405776147
15 0.0 0.8274480932432198 1.3562590287838248 0.9071412636378653 0.9025029790056136 0.9948869213449171 0.9948738160540591
16 0.0 0.8223851477196149 1.3409943299047882 0.9015906957683922 0.892345305641177 0.9897454685694868 0.9896926198928493
17 0.0 0.819775369403942 1.3609618123664404 0.8987295645162614 0.9056323784070947 1.007680635158084 1.007651251920831
18 0.0 0.812204616573581 1.327840858073614 0.8904296574341082 0.8835925178182299 0.9923215275246106 0.99229193443999
19 0.0 0.8135663142020348 1.3177874400062137 0.8919225028675016 0.8769026159908823 0.9831600987436342 0.9830171035943753
20 0.0 0.8093927929530764 1.3105001781441388 0.8873470214922768 0.8720534128521469 0.9827647940775073 0.9826149768505331
21 0.0 0.808577027029969 1.3050042870163452 0.8864526875317986 0.8683962514914797 0.9796306827264583 0.9794210935895498
22 0.0 0.8035223106198828 1.316609866640647 0.8809111413381223 0.8761190168052793 0.9945600364123404 0.9945451994541668
23 0.0 0.8006031770128175 1.3039656613618718 0.8777108601716485 0.8677051130530691 0.9886001785182166 0.9885348280615384
24 0.0 0.7994804021145683 1.3161010492258356 0.8764799485914592 0.8757804316066621 0.9992019018964196 0.9992015832889881
25 0.0 0.7963861010794062 1.296903107460821 0.8730876292737473 0.8630054385810019 0.9884522579925545 0.9883851956102748
26 0.0 0.7948281474818941 1.325957253400702 0.8713796260688612 0.8823391002980557 1.0125771522552542 1.0124985541460216
27 0.0 0.7925509658489318 1.297411943312909 0.8688831245469812 0.8633440360484386 0.9936250476709043 0.9936046626856506
28 0.0 0.7870353629550664 1.272560667086509 0.8628363029762715 0.8468071132701038 0.9814226758298458 0.9812484994779079
29 0.0 0.7909420089490595 1.641364117982448 0.8671192058103168 1.0922220421569575 1.2595984898480985 1.2297739983580445
30 0.0 0.7129520213250089 2.210819698724663 0.7816178474748554 1.471158032350566 1.8821960592422284 1.6121693605216925
31 0.0 0.7111319616724359 2.5385741800419055 0.7796224942598156 1.689257517399892 2.1667634397897877 1.7368807061049298
32 0.001 0.713051105474733 2.702938042959431 0.781726474615967 1.7986310756772919 2.300844520535002 1.788188908894237
33 0.001 0.7214122845352904 2.800023728515953 0.7908929354495011 1.8632353426897172 2.3558629230020296 1.8080562014071333
34 0.001 0.7320533781239646 2.9101575311506167 0.8025588939106336 1.9365222907265758 2.412934808173979 1.8279881612681264
35 0.001 0.7294968744231483 2.9521227942605037 0.7997561682573983 1.9644474688582114 2.4563079933957597 1.8426957297662372
36 0.001 0.7376610007449926 2.919615805352805 0.8087065978113162 1.942816162665907 2.4023745668997205 1.8243504877698278
37 0.001 0.7454219259889214 2.8654780724900775 0.8172149931901512 1.906790990373388 2.3332794995963955 1.7999806195417059
38 0.001 0.745058585447623 2.8330331777397078 0.8168166585991893 1.8852010038411033 2.3079854995540297 1.7908048567506525
39 0.001 0.7497455797201837 2.7802367996191606 0.8219550666054356 1.850068416685368 2.2508145418774568 1.7695391575030106
40 0.001 0.7545452730969373 2.7496583964384627 0.8272170279905864 1.8297204600059118 2.2118989311070294 1.7546308007203266
41 0.001 0.7580160750758296 2.7281195043760817 0.8310221098062063 1.815387715420823 2.1845239663288503 1.7439252954936186
42 0.001 0.7593324143235805 2.69870121681015 0.8324652283031025 1.7958117409188836 2.15722132272055 1.733063161833319
43 0.001 0.75446789367561 2.6530310237722006 0.8271321960034012 1.7654211706857983 2.1343881657806234 1.7238338749266573
44 0.001 0.7547778121233932 2.6288909651630092 0.8274719633128463 1.749357517397015 2.1140988395465756 1.7155192541729296
45 0.001 0.7518689126973186 2.5947593864402734 0.8242829020016746 1.726645151380137 2.0947239681754666 1.7074776163774468
46 0.001 0.7543158629705431 2.5813924205722287 0.8269655229189717 1.7177502970343603 2.0771728076052693 1.7001055026503704
47 0.001 0.7553083539937688 2.505644899123581 0.8280536027251978 1.667345203089292 2.013571582324998 1.6726713168319822
48 0.001 0.7490546182980324 2.5238452697522007 0.8211975573154466 1.679456376812548 2.045130750635463 1.686427504249112
49 0.001 0.7458688939051399 2.5243287201446947 0.8177050094747194 1.6797780818926007 2.054259252944608 1.6903534805882625
50 0.001 0.747109301002638 2.5448310145002324 0.8190648826450585 1.693421037507735 2.06750536299281 1.6960087997703117
51 0.001 0.751870551815955 2.4778068987943698 0.8242846989870846 1.6488208079011535 2.0003050037533066 1.666802210109939
52 0.001 0.7442682122709812 2.4359942995361052 0.8159501630110563 1.6209972177242902 1.9866375315649338 1.6607012207791798
53 0.001 0.7442441507955664 2.4326765629230067 0.8159237841271226 1.6187894778211225 1.9839959433869276 1.6595156039455348
54 0.001 0.7416212417883798 2.401316193281673 0.8130482575404816 1.5979211728562512 1.9653460394713298 1.6510849166483346
55 0.001 0.7441677961905953 2.3748422547942027 0.8158400756583937 1.5803044729162863 1.9370272680475518 1.638078698309437
56 0.001 0.738325732134399 2.35401850460039 0.8094353508019748 1.5664476091571287 1.9352349852339892 1.63724709601704
57 0.001 0.7382442772286595 2.33396229572827 0.8093460508123738 1.5531014946830533 1.9189585136347322 1.629648218254689
58 0.001 0.7359481553066871 2.312240563420346 0.8068287848246057 1.5386470816977678 1.9070304761526944 1.6240254332339183
59 0.001 0.7318559921986889 2.297312333699665 0.8023424973545945 1.5287133068743286 1.9053126463008667 1.6232118580790529
60 0.001 0.7341561079047096 2.301621577440528 0.8048641417756901 1.5315808308729542 1.902906032680227 1.622070451137946
61 0.001 0.7347681712690246 2.2696033703832654 0.8055351541790844 1.5102747775023748 1.8748713444312508 1.6086333888477578
62 0.001 0.7308979249064578 2.2363042512588436 0.8012921566973116 1.4881163596999865 1.8571457954032151 1.6000014397460949
63 0.001 0.7302532821086061 2.228094470992801 0.8005854270703857 1.4826532800154744 1.8519613646241437 1.5974564558916615
64 0.001 0.7275353346813063 2.187030620742007 0.7976057087245035 1.4553279340496568 1.8246207595190789 1.5838806903475984
65 0.001 0.7244964010428703 2.1990035728522344 0.7942740893475378 1.4632951620773744 1.8423050452009693 1.5926915174872884
66 0.001 0.7224552601601317 2.18404993043805 0.7920363621296613 1.45334447674414 1.8349466593128692 1.5890387084145297
67 0.001 0.7221744530033902 2.146881362685235 0.7917285098775563 1.4286111902477048 1.8044205462155767 1.5736803970439466
68 0.001 0.7232512391492492 2.1399345864047064 0.7929090034372109 1.4239885583207603 1.7959041354655565 1.5693357832764374
69 0.001 0.7296034161154239 2.1244100673648063 0.7998729711918062 1.4136579913834821 1.7673531201799952 1.5545755000215402
70 0.001 0.7188057801613468 2.1107856720045675 0.7880353934589344 1.4045918343007957 1.782396889733089 1.5623905724018712
71 0.001 0.7164283130782678 2.0890475834457902 0.785428947795922 1.3901265372846523 1.7698947068167508 1.555901785668624
72 0.001 0.7157594207747024 2.1021984885737766 0.7846956331451919 1.39887761713204 1.782700907261461 1.5625476350828809
73 0.001 0.7138805911126838 2.052157324666041 0.7826358496642927 1.3655784474740602 1.7448452534595975 1.5427229476931685
74 0.001 0.7123888932183036 2.0690855843713507 0.7810004833809889 1.3768431133595456 1.7629222294448845 1.552257476750019
75 0.001 0.7110206695197121 2.0512165468971943 0.7795004833386724 1.3649524204976886 1.751060390176375 1.546015196800695
76 0.001 0.7213522124620795 1.990359199931845 0.7908270777155273 1.3244557780680657 1.674772924940859 1.5045459512835309
77 0.001 0.7106873858847393 1.983792051760247 0.7791351004944217 1.320085764182331 1.6942963593151354 1.5153823237853605
78 0.001 0.7071191462355273 1.9818433918408118 0.7752231965927984 1.3187890565881069 1.7011733683722927 1.5191620623705577
79 0.001 0.705494842909502 1.9772900606621988 0.7734424533851775 1.3157591081299702 1.701172598389446 1.5191616402502488
80 0.001 0.7037606227650031 1.9545782297645928 0.7715412070518384 1.3006458483405468 1.6857762572533068 1.510672663369686
81 0.001 0.7042835481715883 1.9294244239426916 0.7721144964436344 1.2839076116130455 1.6628461420252234 1.4978478715417607
82 0.001 0.7059507574149393 1.9343233264808077 0.7739422779227532 1.2871675155404483 1.6631311562345221 1.4980086351977815
83 0.001 0.7020142058936472 1.9024440008070087 0.7696265893006381 1.2659538787802984 1.6448936359263189 1.4876518489564579
84 0.001 0.699269524513511 1.9103105779504403 0.7666175622017888 1.2711885789045738 1.658178264601212 1.4952100266307413
85 0.001 0.6951816953842354 1.891116311569931 0.7621360261246046 1.2584160316104405 1.6511698548215552 1.4912320903447993
