Peak Method: Gauss
File Time(Hrs) PeakHeight_E2_30Hz PeakLocation_E2_30Hz PeakHeight_E2_100Hz PeakLocation_E2_100Hz Norm_E2_30Hz Norm_E2_100Hz NormalizedRatio_E2 KDM_E2
1 0.0 0.9877910033866293 -0.30517148408455314 1.646042313959191 -0.3064161643907936 1.0 1.0 1.0 1.0
2 0.0 0.9835738674502872 -0.3050581256350201 1.6364377715704108 -0.30628579101621817 0.9957307406912154 0.9941650695687897 0.9984276159623847 0.9984263787939519
3 0.0 0.9798340746272136 -0.30496358685221364 1.6291396420458217 -0.3062841520080249 0.9919447244081638 0.9897313259993216 0.9977686272688603 0.9977661349761107
4 0.001 0.9773773559887708 -0.30494076931574876 1.6238520060712314 -0.3062351909529981 0.989457640976527 0.9865189930418096 0.9970300416985843 0.9970256248134459
5 0.001 0.9734530283469456 -0.3048906899666442 1.618779944911106 -0.3062820156190558 0.9854848090430809 0.9834376256206249 0.9979226636436498 0.9979205037370549
6 0.001 0.9720621657026307 -0.30495080067616465 1.6139242234358082 -0.3061769242347811 0.984076755477553 0.9804876884081248 0.9963528586063528 0.9963461956357823
7 0.001 0.968546388319867 -0.30494031942070493 1.6103086919436138 -0.30621191123691693 0.9805175234429323 0.9782911886817612 0.9977294288904153 0.9977268482140288
8 0.001 0.9657676657313311 -0.304852197707482 1.6041623461610475 -0.3061045392827913 0.9777044561250392 0.9745571742336255 0.9967809475842144 0.9967757580823473
9 0.001 0.9634505575278292 -0.3048382128250438 1.601501096755771 -0.30612259371352474 0.9753587086991589 0.9729404178582226 0.9975206138835203 0.9975175363906165
10 0.0 0.9608855637296347 -0.3048032623686441 1.59791473078514 -0.3061911558802714 0.9727620118377779 0.9707616367052614 0.9979436130233568 0.9979414964834453
11 0.0 0.9590559097697227 -0.30489534829040693 1.5939904573145312 -0.3062030402711664 0.9709097435404972 0.9683775707323946 0.9973919585986759 0.9973885532180136
12 0.0 0.9561389191482097 -0.30484584611462606 1.5909077160145622 -0.30620778124902204 0.9679566992107634 0.9665047505297633 0.9984999859165352 0.9984988600510029
13 0.0 0.9552364314323475 -0.30486608600528664 1.5872069879638233 -0.3061806045659419 0.9670430568382696 0.9642564923778585 0.9971184690891409 0.9971143114888189
14 0.0 0.9531448020276928 -0.30488558568586444 1.58355948204899 -0.30623855011417406 0.9649255751063207 0.9620405676206996 0.9970101243452861 0.9970056479751758
15 0.0 0.9520200977463223 -0.304966957894666 1.5812091032658402 -0.30625961136248964 0.9637869695941076 0.9606126706807379 0.9967064309712482 0.9967009982262142
16 0.0 0.9499897711288467 -0.3050169516188726 1.578234451815747 -0.30631507342843944 0.9617315483455696 0.9588055169855584 0.9969575383431637 0.9969529030052781
17 0.0 0.9490068860962569 -0.30504973467044194 1.576072843783606 -0.3063530509526724 0.9607365149536679 0.957492301636348 0.9966232018177468 0.9966174907922747
18 0.0 0.9485452334805984 -0.30506015642737305 1.5729346865346217 -0.3063155674202465 0.9602691563585037 0.9555858152584636 0.9951228870894905 0.9951109649013908
19 0.0 0.9449125064177523 -0.305067672624214 1.570196101768788 -0.3063707644108368 0.9565915291576167 0.9539220762752011 0.997209411957927 0.9972055128266821
20 0.0 0.9419604758331638 -0.30511067068330644 1.5677044124225379 -0.3064254459940695 0.9536030117744178 0.9524083306532815 0.9987471923783952 0.9987464071230399
21 0.0 0.9415003327722467 -0.30517712931026675 1.5644658178802533 -0.3063780912041533 0.9531371813919386 0.9504408268322558 0.9971710739940445 0.9971670669150059
22 0.0 0.9396968804162505 -0.30521766421796565 1.5616085968018922 -0.30638476681673504 0.9513114385477407 0.9487050141777873 0.9972601776197159 0.9972564191576189
23 0.0 0.9377297811526678 -0.3051217732508416 1.5591729882076473 -0.3064012701206442 0.9493200261367767 0.9472253386107682 0.9977934864236113 0.9977910493838492
24 0.0 0.9367430638820182 -0.3051391056611968 1.5565444936196768 -0.30640551906363717 0.9483211131407415 0.9456284813698094 0.9971606328978436 0.9971565961641888
25 0.0 0.934077613234903 -0.3051371791703466 1.5542531797971844 -0.30640520136772487 0.9456227177939761 0.9442364674446138 0.9985340344269686 0.9985329591112501
26 0.0 0.933085970041374 -0.30511014186475427 1.5518368016187827 -0.30637393552654385 0.9446188179911542 0.9427684746974591 0.9980411746426668 0.9980392542634328
27 0.0 0.9310355722854241 -0.3051461888506615 1.5483738601675832 -0.3063662242828053 0.9425430775269061 0.9406646761366128 0.9980070922644491 0.9980051044430555
28 0.0 0.9296881206469271 -0.30516997277899854 1.5470347126007193 -0.30634782030557683 0.9411789715228249 0.9398511201572146 0.9985891616729793 0.9985881657380352
29 0.0 0.9280487846973147 -0.3050970482952013 1.5468779651236662 -0.3063296619361731 0.939519373547148 0.9397558932753028 1.0002517454507212 1.0002517137668232
30 0.0 0.9244604159483344 -0.3049795977648231 1.566363277132914 -0.30613002523459826 0.9358866529243871 0.9515935670969315 1.0167829235767651 1.0166432622773307
31 0.0 0.9110289325534938 -0.30478908374852737 1.5946862417684338 -0.3059649420322411 0.9222891577570987 0.9688002721708705 1.0504300782705518 1.0491897566320207
32 0.001 0.9069442617054003 -0.30473012941298905 1.6176967945550667 -0.30581642843264195 0.9181540007916179 0.9827795925027313 1.0703864402435694 1.0679935290102545
33 0.001 0.8990662259708585 -0.3044535808962039 1.6341064948210475 -0.3056505220725213 0.9101785933344412 0.9927487774543082 1.0907186619467406 1.0867822759684647
34 0.001 0.8930682410437693 -0.30419689147240525 1.6516618744322538 -0.3053138517975385 0.9041064739220096 1.0034139829975246 1.1098405021310371 1.1041220907647693
35 0.001 0.8857219734699684 -0.3039311565859644 1.6763730838983666 -0.30512930793066756 0.896669407226105 1.0184264825283995 1.135788144795702 1.127155069313947
36 0.001 0.8778999289951548 -0.3037269683719754 1.6968952500921155 -0.30482283220699563 0.8887506830749478 1.0308940637197892 1.1599361703476234 1.148093422892106
37 0.001 0.8730009990533709 -0.3034722276900196 1.7188301200735856 -0.3046404234232057 0.8837912028559662 1.0442198876038122 1.1815232876605035 1.166418840162987
38 0.001 0.8668496132116136 -0.30342807309844844 1.7382384161161535 -0.30457494784119715 0.8775637865091203 1.0560107728550459 1.2033436077117239 1.184577300608057
39 0.001 0.8610350723610909 -0.30333560370018037 1.7523412437765373 -0.3044117134665356 0.8716773785234354 1.0645784916437948 1.2212987486805282 1.199251675455165
40 0.001 0.8546503213506462 -0.3032437413996946 1.7659913136794807 -0.3043272604933455 0.8652137126380866 1.0728711520372638 1.240007106181914 1.2142913792724572
41 0.001 0.8503509479844019 -0.3031401672378551 1.7846355046843936 -0.3042797905496366 0.8608611994531071 1.0841978298795047 1.259433960513356 1.2296450925739038
42 0.001 0.8441356316230952 -0.3030750271962709 1.7963280248152347 -0.3042291670150698 0.8545690624119744 1.091301243948319 1.2770193679469053 1.2433175333037965
43 0.001 0.8417668184064686 -0.3030637839856585 1.8075573428969518 -0.3042872244928088 0.8521709709042514 1.0981232545287807 1.2886184721400984 1.2522206961566729
44 0.001 0.837782821108035 -0.30307805811910155 1.820950578253395 -0.3041859893314082 0.8481377318032933 1.1062598833644202 1.3043398989127777 1.2641449718909696
45 0.001 0.8341175182006418 -0.30303152089465046 1.8337440382665589 -0.3041767912300625 0.8444271261237247 1.1140321380049416 1.3192756408937467 1.2753235840227355
46 0.001 0.8309634582089439 -0.30304847784217326 1.8431109364775586 -0.30423170086775286 0.8412340822704357 1.1197226953688466 1.3310477059450425 1.2840334027491134
47 0.001 0.8273072115292501 -0.3030738069887777 1.854861373653474 -0.3042530257865146 0.8375326447526223 1.1268612950732808 1.3454535797898552 1.2945729412566815
